#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NC_009657.1          -         result               -          cm        1      295        1      293      +    no    1 0.42   0.0  267.3   1.9e-67 !   Scotophilus bat coronavirus 512, complete genome
LC063837.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: AOM-2/JPN/2014
LC063836.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: OKN-1/JPN/2013
LC063835.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: IWT-3/JPN/2014
LC063834.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: IWT-1/JPN/2014
LC063833.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: AOM-3/JPN/2014
LC063832.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: IBR-7/JPN/2014
LC063831.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: IBR-6/JPN/2014
LC063830.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: NIG-1/JPN/2014
LC063827.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: MIE-1/JPN/2014
LC063822.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: TTR-1/JPN/2014
LC063821.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: IBR-2/JPN/2013
LC063820.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: IBR-1/JPN/2013
LC063819.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: IBR-5/JPN/2014
LC063818.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: KMM-2/JPN/2014
LC063817.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: KMM-1/JPN/2014
LC063816.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: OKN-2/JPN/2014
LC063815.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: KGS-2/JPN/2013
LC063814.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: KGS-1/JPN/2013
LC063813.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: IWT-4/JPN/2014
LC063812.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: EHM-1/JPN/2014
LC063811.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: FKO-1/JPN/2014
LC063810.1           -         result               -          cm       59      295        1      234      +    5'    2 0.49   0.0  197.9   6.7e-49 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: AOM-1/JPN/2014
MG428699.1           -         result               -          cm        1      295       15      279      +    no    1 0.38   2.4  197.4   8.7e-49 !   Human coronavirus NL63 isolate Kilifi_HH_5709_19-May-2010, complete genome
NC_010437.1          -         result               -          cm        1      295        1      271      +    no    1 0.43   0.0  196.7   1.4e-48 !   Bat coronavirus 1A, complete genome
EU420138.1           -         result               -          cm        1      295        1      271      +    no    1 0.43   0.0  196.7   1.4e-48 !   Miniopterus bat coronavirus 1, complete genome
LC063829.1           -         result               -          cm       59      295        1      234      +    5'    2 0.50   0.0  196.6   1.5e-48 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: GNM-2/JPN/2014
MN065811.1           -         result               -          cm        1      295       13      284      +    no    1 0.46   0.0  196.3   1.7e-48 !   Bat alphacoronavirus strain BtCoV/008_16/M.bra/FIN/2016, complete genome
KJ473795.1           -         result               -          cm        1      295        2      272      +    no    1 0.43   0.0  196.3   1.7e-48 !   BtMf-AlphaCoV/AH2011, complete genome
KJ473800.1           -         result               -          cm        1      295        1      268      +    no    1 0.47   0.0  196.0   2.1e-48 !   BtMf-AlphaCoV/HeN2013, complete genome
KJ473796.1           -         result               -          cm        1      295        3      273      +    no    1 0.43   0.0  195.8   2.4e-48 !   BtMf-AlphaCoV/JX2012, complete genome
MH687940.1           -         result               -          cm       57      295        1      238      +    5'    2 0.44   0.0  195.8   2.4e-48 !   Alphacoronavirus sp. strain VZ_AlphaCoV_16715_45, complete genome
LC063823.1           -         result               -          cm       59      295        1      234      +    5'    2 0.50   0.0  194.2   6.5e-48 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: GNM-1/JPN/2014
LC063828.1           -         result               -          cm       59      295        1      234      +    5'    2 0.50   0.0  194.2   6.5e-48 !   Porcine epidemic diarrhea virus genomic RNA, complete genome, strain: TTR-2/JPN/2014
JX503061.1           -         result               -          cm       38      295        1      257      +    5'    2 0.42   0.2  193.3   1.1e-47 !   Human coronavirus 229E isolate J0304, complete genome
JQ765567.1           -         result               -          cm       48      295        1      241      +    5'    2 0.39   0.4  191.4   3.5e-47 !   Human coronavirus NL63 strain NL63/DEN/2009/20, complete genome
KY983586.1           -         result               -          cm       49      295        1      240      +    5'    2 0.39   0.4  191.1   4.2e-47 !   Human coronavirus NL63 strain SC2940, complete genome
KY829118.1           -         result               -          cm       43      295        1      246      +    5'    2 0.38   2.2  191.1   4.2e-47 !   Human coronavirus NL63 strain N07-262B, complete genome
JQ765570.1           -         result               -          cm       48      295        1      241      +    5'    2 0.39   0.3  190.9   4.8e-47 !   Human coronavirus NL63 strain NL63/DEN/2005/235, complete genome
JQ765569.1           -         result               -          cm       48      295        1      241      +    5'    2 0.39   0.3  190.9   4.8e-47 !   Human coronavirus NL63 strain NL63/DEN/2005/232, complete genome
JQ765566.1           -         result               -          cm       48      295        1      241      +    5'    2 0.39   0.3  190.9   4.8e-47 !   Human coronavirus NL63 strain NL63/DEN/2008/16, complete genome
JQ765563.1           -         result               -          cm       48      295        1      241      +    5'    2 0.39   0.3  190.9   4.8e-47 !   Human coronavirus NL63 strain NL63/DEN/2009/9, complete genome
JQ765565.1           -         result               -          cm       48      295        1      241      +    5'    2 0.39   0.6  188.6   2.1e-46 !   Human coronavirus NL63 strain NL63/DEN/2009/15, complete genome
